threshold,precision,recall,f1_score,predicted_fraud_count
0.1,0.6955487597689433,0.9970774476376035,0.8194555644515612,2943
0.2,0.9614661654135338,0.9965903555772041,0.9787132265008371,2128
0.3,0.9898403483309144,0.9965903555772041,0.9932038834951457,2067
0.4,0.9936862554638174,0.9965903555772041,0.995136186770428,2059
0.5,0.995136186770428,0.9965903555772041,0.9958627403261134,2056
0.6,0.9961051606621227,0.9965903555772041,0.9963476990504018,2054
0.7,0.9990229604298974,0.9961032635168047,0.9975609756097561,2047
0.8,0.9995107632093934,0.9951290793960058,0.9973151086160605,2044
0.9,1.0,0.9868485143692158,0.9933807305712185,2026
